DISTRICT,HISP,NH_WHITE,NH_BLACK,NH_ASIAN
0,6457.999983404575,29515.99941774156,11096.000052052552,7291.999954549183
1,3594.0000318178572,40792.99998255377,2560.000016185856,3628.0000154380473
2,20197.99973260279,929.9999777672125,31734.00014112663,118.99999890545624
3,2707.999967754031,43907.99926893679,5716.999983448898,3014.9999407182804
4,1074.000008542617,2178.0000054650022,49325.999754730015,609.9999981205261
5,31710.00014552547,2674.000009902459,17954.000237579727,344.0000015172175
6,45117.99984689241,3388.000001444199,2159.9999421212824,1069.0000449390097
7,923.0000042414808,1665.0000225886374,52438.00009103613,68.99999783203238
8,531.9999987103979,210.00000030491356,52174.999991009325,36.99999942820903
9,15553.000001492996,22644.99987770143,9827.99976306513,5514.000019721739
10,16882.000117499698,30464.999914754702,1539.0000268480387,2440.0000109624416
11,3430.810923561203,3474.7163428035656,43378.00020333105,1179.9999713477741
12,3311.00002040737,30756.000299483025,5277.99998315614,13870.000040336954
13,553.9999950261697,314.99998833327084,51300.999759168415,22.99999972143117
14,2200.0000415086806,3200.0000084055478,48934.999826928535,340.0000119230334
15,3869.0000397221247,46720.00068168938,1451.0000184230096,2611.000059377792
16,3706.999998614749,37608.999983716174,15061.00010307435,419.99999992535754
17,2697.9999851939065,39856.99993386979,4323.0000767482825,5826.999928905975
18,2321.000087951757,667.0000007171876,52218.000462525466,150.99999548662615
19,9057.999962080094,36420.99987175828,3656.999981931503,3166.0000021072283
20,23551.406812399728,30440.324016291706,509.99999167672377,497.99999849529166
21,2348.999993230499,14986.999999236432,32477.000211486444,4162.000005731394
22,2808.9999890270064,1479.999983332857,49968.000304808585,226.99999689522295
23,29203.99983522319,14426.000154285484,1964.000013940073,5179.99997061542
24,31078.000066102668,20099.00017081565,1483.0000773130014,2016.0000292227946
25,21832.00020021777,17009.000143907062,14849.999939549201,966.000002865989
26,10792.99985055806,28031.999983110658,9593.999853285273,5544.999908248545
27,36812.00027864587,14977.000121849911,943.0000302199114,1568.9999973123852
28,12405.999954273597,22531.999799328463,13343.000016042206,4817.999991350959
29,32548.99961530505,15138.99992405022,3015.9999315642385,1117.9999851214484
30,46004.000291501616,2034.0000588098142,3428.000227336932,1091.9999783491073
31,42473.999792316186,5351.9999421781695,4911.999876944353,325.00002458083725
32,37231.99925015485,5022.999917755268,10421.999771515528,876.0000171537165
33,11944.00001736872,27250.0001399492,2667.9999984716483,7861.000039675151
34,36132.44679070934,10905.544504428271,8547.011796031386,458.9999963176651
35,30721.78261110482,3657.9596846512254,18646.000031495987,279.99999950876753
36,13070.831232383389,35239.7571208193,530.0000021535374,3172.0000129743194
37,13820.794730814107,45562.83006471738,822.0000022757783,2824.412420674086
38,14846.999810673582,32655.00008152352,3026.999966591014,2254.000014313365
39,20131.19695753462,7571.323665956577,24196.99964888457,913.5915177827467
40,6105.008123092479,48729.846237581594,281.00000033110535,2557.9960717690988
41,15548.00002358684,7880.9999945063055,32560.999928848156,109.00000055941013
42,14139.478102566314,29413.151450335758,1190.999950908505,8020.563300371852
43,17882.000242763046,15566.00000644016,1910.0000782064544,17208.000001648816
44,30161.999981324887,1703.0000311264216,22162.999884589677,179.9999954090913
45,18520.999892071315,2254.000002471674,33586.99977444384,98.00000007459825
46,21734.55358653166,2130.4556040128987,31294.98839483432,190.00000330771954
47,10435.691070621937,20774.09132631552,4869.000025637974,14004.436739814397
48,2158.0000181496325,15292.00027774451,31645.999763026008,5983.999988707575
49,1982.9999871968394,302.0000025310957,50066.00009309723,35.9999998839165
