DISTRICT,HISP,NH_WHITE,NH_BLACK,NH_ASIAN
0,6508.0001486246065,39508.000808443765,2172.0001098984003,2709.0001088096355
1,664.9999987823809,267.0000001533119,54631.000120177436,42.00000048202327
2,10302.999993256062,25351.99993451404,10075.999931104448,6469.99992848001
3,4100.99998341208,38196.00007604261,4153.000077214754,8490.000026245614
4,16212.999800239038,16072.999951413554,9742.000153604995,8371.000085498817
5,3505.000044783646,831.0000177430634,48027.9999195267,135.99999551094191
6,9017.000000552614,22168.0000894394,9068.999813346149,12023.999920821258
7,2488.000030387323,42417.00002063319,2633.0001807022536,3107.9999799599123
8,50197.00217432426,2407.0040597186953,2358.0000335551413,843.999977409917
9,25291.189360112345,1157.2837947264516,29208.00031976431,118.00000432773889
10,3822.0000363649647,847.9999844326233,50036.99920811683,120.99999783427386
11,42601.00017993828,4911.000005163156,1609.000067689399,3227.9999724042727
12,14423.999777311377,3218.000040010261,34507.00011654352,1168.9999617179574
13,25043.761784109218,16844.91659877503,2203.5357065623894,7148.904900821112
14,497.000002465402,218.99999955962343,50308.99991950358,26.99999981648725
15,25206.999973931303,7874.999926603752,8641.999797164004,9240.000052364729
16,1928.8108166516283,1206.7162388435763,53641.9999939344,207.00000043653142
17,494.0000083736783,172.00000082926366,52270.00004188311,30.000001082937338
18,4507.000097870622,499.0000025613452,45562.000265102644,64.00000549918991
19,26275.000010836517,21952.999905865396,1531.0000398930815,3323.9999646489
20,1145.189501535456,2059.00001089149,49224.35241366839,1618.9999757959783
21,34304.0005561664,15241.000135697594,4374.000069732973,1037.9999996855674
22,6468.999919404774,27079.247427449398,11983.999856129249,6796.999900735622
23,2198.0000189355533,13404.000021204207,32956.00100289775,3793.000008134848
24,11923.00007180579,35043.00013204917,548.0000020519086,4004.999990857707
25,23186.121780975263,29459.99499485002,1892.9999700869168,2242.0347773636017
26,39960.00005595713,2242.0000475984075,9016.00017043446,290.0000127203711
27,12099.999970127992,24639.99987191811,9535.000033696237,4109.0000169146315
28,12060.999984726634,23316.99999025912,12178.999985556911,4981.999972695899
29,41448.00006124311,3062.0000007504277,7493.999752519592,698.0000219741963
30,1660.8105085663813,3220.9999860307994,45522.646902677945,926.9999956714205
31,38900.99997731119,8611.429918322294,5358.000253361346,346.0000027353863
32,24198.99760692515,30987.995943609774,594.0000086724299,549.9999959775812
33,7680.000120853356,4128.570110096045,40517.99973804749,222.99999989757856
34,15462.999935094891,28428.000278538686,9601.99979841716,1848.0000205091794
35,42649.99982710417,9205.000025149628,1431.9999989646285,878.0000009813388
36,27658.999856322393,6665.9999325172685,17166.999893298005,133.00000063853585
37,28014.999993869762,23185.00004827759,1176.999983533323,2067.0000357122626
38,10854.00006879053,27068.75238327549,6058.000157958335,6507.000217632827
39,3504.999941707842,46851.999329616105,1757.9999744165243,3234.999917390808
40,5327.00007920195,2818.7384603218225,48099.13669415267,54.99999916306301
41,46921.99971568731,6746.999961616125,1406.0000524155266,379.9999992461023
42,10785.999957527654,25539.99987167621,3003.9999866124526,13094.999996846083
43,30264.000062435207,16285.999955058236,7215.999889382087,1605.9999950045215
44,3499.0000013464955,35472.000022801934,20233.00016787536,364.0000044075472
45,1923.0000086887574,3894.2615828164708,46597.863323308506,100.99999564049395
46,7253.833322098372,53883.105813702576,657.99999970844,3103.606636858316
47,2548.9999913653346,41044.99995350455,6252.999853399891,5027.999990399335
48,9252.282922107539,38440.98239770611,1246.4642662567305,6991.453656212132
49,8083.999959790257,41658.99993722224,1558.9999854792159,2386.999978024807
